id_venta,fecha,id_cliente,nombre_cliente,email,medio_pago,id_producto,nombre_producto,categoria,precio_unitario,cantidad,importe,ciudad,fecha_alta,latitud,longitud,Valor_del_Plan,precio_unitario_normalizado,cantidad_normalizado,importe_normalizado
90,2024-01-08,46,Agustina Martinez,agustina.martinez@mail.com,QR,79,Hamburguesas Congeladas x4,Embutidos,2420,4,9680,Alta Gracia,2023-02-15,-31.6498,-64.4297,Medio,-0.18,0.76,0.37
90,2024-01-08,46,Agustina Martinez,agustina.martinez@mail.com,QR,6,Jugo de Naranja 1L,Bebidas,4170,2,8340,Alta Gracia,2023-02-15,-31.6498,-64.4297,Medio,1.16,-0.7,0.12
91,2024-02-19,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,57,Servilletas x100,Limpieza,4520,3,13560,Alta Gracia,2023-02-08,-31.6498,-64.4297,Alto,1.43,0.03,1.11
92,2024-02-09,42,Tomas Flores,tomas.flores@mail.com,Transferencia,10,Yerba Mate Intensa 1kg,Abarrotes,4883,2,9766,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,1.7,-0.7,0.39
92,2024-02-09,42,Tomas Flores,tomas.flores@mail.com,Transferencia,43,Salsa de Tomate 500g,Abarrotes,887,4,3548,Alta Gracia,2023-02-11,-31.6498,-64.4297,Medio,-1.35,0.76,-0.79
93,2024-01-29,90,Guadalupe Ruiz,guadalupe.ruiz@mail.com,Efectivo,80,Helado de Frutilla 1L,Dulcería,1981,4,7924,Río Cuarto,2023-03-31,-33.1304,-64.3527,Medio,-0.51,0.76,0.04
93,2024-01-29,90,Guadalupe Ruiz,guadalupe.ruiz@mail.com,Efectivo,66,Cerveza Negra 1L,Licores,1533,3,4599,Río Cuarto,2023-03-31,-33.1304,-64.3527,Medio,-0.86,0.03,-0.59
93,2024-01-29,90,Guadalupe Ruiz,guadalupe.ruiz@mail.com,Efectivo,91,Desodorante Aerosol,Limpieza,4690,3,14070,Río Cuarto,2023-03-31,-33.1304,-64.3527,Alto,1.56,0.03,1.2
94,2024-03-06,41,Elena Rodriguez,elena.rodriguez2@mail.com,QR,24,Galletitas Chocolate,Dulcería,1305,1,1305,Alta Gracia,2023-02-10,-31.6498,-64.4297,Bajo,-1.03,-1.44,-1.22
94,2024-03-06,41,Elena Rodriguez,elena.rodriguez2@mail.com,QR,86,Jugo en Polvo Limón,Abarrotes,4090,5,20450,Alta Gracia,2023-02-10,-31.6498,-64.4297,Alto,1.1,1.49,2.42
94,2024-03-06,41,Elena Rodriguez,elena.rodriguez2@mail.com,QR,98,Desengrasante 500ml,Limpieza,2843,2,5686,Alta Gracia,2023-02-10,-31.6498,-64.4297,Medio,0.14,-0.7,-0.39
95,2024-02-25,26,Camila Sanchez,camila.sanchez@mail.com,QR,72,Ron 700ml,Licores,3876,5,19380,Alta Gracia,2023-01-26,-31.6498,-64.4297,Alto,0.93,1.49,2.21
95,2024-02-25,26,Camila Sanchez,camila.sanchez@mail.com,QR,12,Té Negro 20 saquitos,Abarrotes,570,1,570,Alta Gracia,2023-01-26,-31.6498,-64.4297,Bajo,-1.59,-1.44,-1.36
96,2024-02-23,83,Franco Gomez,franco.gomez@mail.com,Tarjeta,81,Aceitunas Verdes 200g,Embutidos,2520,3,7560,Río Cuarto,2023-03-24,-33.1304,-64.3527,Medio,-0.1,0.03,-0.03
96,2024-02-23,83,Franco Gomez,franco.gomez@mail.com,Tarjeta,68,Vino Blanco 750ml,Licores,2684,1,2684,Río Cuarto,2023-03-24,-33.1304,-64.3527,Bajo,0.02,-1.44,-0.96
96,2024-02-23,83,Franco Gomez,franco.gomez@mail.com,Tarjeta,11,Café Molido 250g,Abarrotes,2053,2,4106,Río Cuarto,2023-03-24,-33.1304,-64.3527,Medio,-0.46,-0.7,-0.69
96,2024-02-23,83,Franco Gomez,franco.gomez@mail.com,Tarjeta,50,Azúcar 1kg,Abarrotes,727,3,2181,Río Cuarto,2023-03-24,-33.1304,-64.3527,Bajo,-1.47,0.03,-1.05
97,2024-06-16,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,59,Chicle Menta,Dulcería,3612,5,18060,Alta Gracia,2023-02-08,-31.6498,-64.4297,Alto,0.73,1.49,1.96
97,2024-06-16,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,36,Dulce de Leche 400g,Abarrotes,2559,1,2559,Alta Gracia,2023-02-08,-31.6498,-64.4297,Bajo,-0.07,-1.44,-0.98
97,2024-06-16,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,4,Fanta Naranja 1.5L,Bebidas,2033,3,6099,Alta Gracia,2023-02-08,-31.6498,-64.4297,Medio,-0.47,0.03,-0.31
98,2024-01-12,43,Lucas Perez,lucas.perez@mail.com,Transferencia,28,Papas Fritas Clásicas 100g,Dulcería,936,4,3744,Mendiolaza,2023-02-12,-31.2641,-64.3091,Medio,-1.31,0.76,-0.76
98,2024-01-12,43,Lucas Perez,lucas.perez@mail.com,Transferencia,61,Miel Pura 250g,Embutidos,4982,1,4982,Mendiolaza,2023-02-12,-31.2641,-64.3091,Medio,1.78,-1.44,-0.52
98,2024-01-12,43,Lucas Perez,lucas.perez@mail.com,Transferencia,29,Papas Fritas Onduladas 100g,Dulcería,1868,1,1868,Mendiolaza,2023-02-12,-31.2641,-64.3091,Bajo,-0.6,-1.44,-1.11
98,2024-01-12,43,Lucas Perez,lucas.perez@mail.com,Transferencia,83,Queso Untable 190g,Embutidos,1830,3,5490,Mendiolaza,2023-02-12,-31.2641,-64.3091,Medio,-0.63,0.03,-0.43
99,2024-03-13,51,Agustina Gomez,agustina.gomez@mail.com,Transferencia,40,Helado Chocolate 1L,Dulcería,1215,5,6075,Río Cuarto,2023-02-20,-33.1304,-64.3527,Medio,-1.1,1.49,-0.31
100,2024-06-08,69,Felipe Flores,felipe.flores@mail.com,QR,13,Té Verde 20 saquitos,Abarrotes,2383,3,7149,Río Cuarto,2023-03-10,-33.1304,-64.3527,Medio,-0.21,0.03,-0.11
100,2024-06-08,69,Felipe Flores,felipe.flores@mail.com,QR,18,Queso Rallado 150g,Embutidos,3444,4,13776,Río Cuarto,2023-03-10,-33.1304,-64.3527,Alto,0.6,0.76,1.15
100,2024-06-08,69,Felipe Flores,felipe.flores@mail.com,QR,58,Caramelos Masticables,Dulcería,4752,2,9504,Río Cuarto,2023-03-10,-33.1304,-64.3527,Medio,1.6,-0.7,0.34
100,2024-06-08,69,Felipe Flores,felipe.flores@mail.com,QR,57,Servilletas x100,Limpieza,4520,1,4520,Río Cuarto,2023-03-10,-33.1304,-64.3527,Medio,1.43,-1.44,-0.61
100,2024-06-08,69,Felipe Flores,felipe.flores@mail.com,QR,9,Yerba Mate Suave 1kg,Abarrotes,3878,4,15512,Río Cuarto,2023-03-10,-33.1304,-64.3527,Alto,0.93,0.76,1.48
101,2024-03-28,72,Camila Rodriguez,camila.rodriguez@mail.com,Efectivo,34,Turrón 50g,Panadería,503,4,2012,Córdoba,2023-03-13,-31.4065,-64.1885,Bajo,-1.64,0.76,-1.09
102,2024-03-29,18,Ivana Torres,ivana.torres@mail.com,Efectivo,78,Verduras Congeladas Mix,Verduras,4289,3,12867,Villa Carlos Paz,2023-01-18,-31.4183,-64.4901,Alto,1.25,0.03,0.98
102,2024-03-29,18,Ivana Torres,ivana.torres@mail.com,Efectivo,36,Dulce de Leche 400g,Abarrotes,2559,3,7677,Villa Carlos Paz,2023-01-18,-31.4183,-64.4901,Medio,-0.07,0.03,-0.01
103,2024-03-11,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,79,Hamburguesas Congeladas x4,Embutidos,2420,5,12100,Alta Gracia,2023-02-08,-31.6498,-64.4297,Alto,-0.18,1.49,0.83
103,2024-03-11,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,43,Salsa de Tomate 500g,Abarrotes,887,5,4435,Alta Gracia,2023-02-08,-31.6498,-64.4297,Medio,-1.35,1.49,-0.63
103,2024-03-11,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,34,Turrón 50g,Panadería,503,1,503,Alta Gracia,2023-02-08,-31.6498,-64.4297,Bajo,-1.64,-1.44,-1.37
103,2024-03-11,39,Santiago Diaz,santiago.diaz@mail.com,Efectivo,70,Fernet 750ml,Licores,4061,1,4061,Alta Gracia,2023-02-08,-31.6498,-64.4297,Medio,1.07,-1.44,-0.7
104,2024-06-17,86,Diego Torres,diego.torres@mail.com,QR,95,Mascarilla Capilar,Limpieza,1581,2,3162,Córdoba,2023-03-27,-31.4065,-64.1885,Bajo,-0.82,-0.7,-0.87
104,2024-06-17,86,Diego Torres,diego.torres@mail.com,QR,68,Vino Blanco 750ml,Licores,2684,3,8052,Córdoba,2023-03-27,-31.4065,-64.1885,Medio,0.02,0.03,0.06
104,2024-06-17,86,Diego Torres,diego.torres@mail.com,QR,68,Vino Blanco 750ml,Licores,2684,5,13420,Córdoba,2023-03-27,-31.4065,-64.1885,Alto,0.02,1.49,1.08
105,2024-02-06,1,Mariana Lopez,mariana.lopez@mail.com,Transferencia,13,Té Verde 20 saquitos,Abarrotes,2383,2,4766,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,-0.21,-0.7,-0.56
105,2024-02-06,1,Mariana Lopez,mariana.lopez@mail.com,Transferencia,4,Fanta Naranja 1.5L,Bebidas,2033,4,8132,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,-0.47,0.76,0.08
105,2024-02-06,1,Mariana Lopez,mariana.lopez@mail.com,Transferencia,58,Caramelos Masticables,Dulcería,4752,2,9504,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,1.6,-0.7,0.34
105,2024-02-06,1,Mariana Lopez,mariana.lopez@mail.com,Transferencia,82,Aceitunas Negras 200g,Embutidos,2394,4,9576,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,-0.2,0.76,0.35
105,2024-02-06,1,Mariana Lopez,mariana.lopez@mail.com,Transferencia,43,Salsa de Tomate 500g,Abarrotes,887,5,4435,Villa Carlos Paz,2023-01-01,-31.4183,-64.4901,Medio,-1.35,1.49,-0.63
106,2024-03-24,82,Lucas Lopez,lucas.lopez@mail.com,Transferencia,88,Caldo Concentrado Carne,Abarrotes,2570,3,7710,Alta Gracia,2023-03-23,-31.6498,-64.4297,Medio,-0.06,0.03,-0.0
107,2024-05-21,14,Gael Martinez,gael.martinez@mail.com,Efectivo,7,Jugo de Manzana 1L,Bebidas,3269,4,13076,Villa Carlos Paz,2023-01-14,-31.4183,-64.4901,Alto,0.47,0.76,1.02
107,2024-05-21,14,Gael Martinez,gael.martinez@mail.com,Efectivo,11,Café Molido 250g,Abarrotes,2053,2,4106,Villa Carlos Paz,2023-01-14,-31.4183,-64.4901,Medio,-0.46,-0.7,-0.69
107,2024-05-21,14,Gael Martinez,gael.martinez@mail.com,Efectivo,12,Té Negro 20 saquitos,Abarrotes,570,4,2280,Villa Carlos Paz,2023-01-14,-31.4183,-64.4901,Bajo,-1.59,0.76,-1.04
107,2024-05-21,14,Gael Martinez,gael.martinez@mail.com,Efectivo,5,Agua Mineral 500ml,Bebidas,4777,4,19108,Villa Carlos Paz,2023-01-14,-31.4183,-64.4901,Alto,1.62,0.76,2.16
108,2024-03-25,9,Yamila Molina,yamila.molina@mail.com,Tarjeta,90,Toallas Húmedas x50,Limpieza,2902,4,11608,Villa Carlos Paz,2023-01-09,-31.4183,-64.4901,Alto,0.19,0.76,0.74
109,2024-06-04,64,Julian Alvarez,julian.alvarez@mail.com,Transferencia,18,Queso Rallado 150g,Embutidos,3444,1,3444,Villa María,2023-03-05,-32.4075,-63.2402,Bajo,0.6,-1.44,-0.81
109,2024-06-04,64,Julian Alvarez,julian.alvarez@mail.com,Transferencia,74,Whisky 750ml,Licores,2953,1,2953,Villa María,2023-03-05,-32.4075,-63.2402,Bajo,0.23,-1.44,-0.91
109,2024-06-04,64,Julian Alvarez,julian.alvarez@mail.com,Transferencia,20,Pan Lactal Blanco,Panadería,1571,2,3142,Villa María,2023-03-05,-32.4075,-63.2402,Bajo,-0.83,-0.7,-0.87
109,2024-06-04,64,Julian Alvarez,julian.alvarez@mail.com,Transferencia,44,Arroz Largo Fino 1kg,Abarrotes,2979,5,14895,Villa María,2023-03-05,-32.4075,-63.2402,Alto,0.25,1.49,1.36
110,2024-05-19,92,Mariana Rodriguez,mariana.rodriguez@mail.com,Efectivo,6,Jugo de Naranja 1L,Bebidas,4170,1,4170,Alta Gracia,2023-04-02,-31.6498,-64.4297,Medio,1.16,-1.44,-0.68
110,2024-05-19,92,Mariana Rodriguez,mariana.rodriguez@mail.com,Efectivo,59,Chicle Menta,Dulcería,3612,3,10836,Alta Gracia,2023-04-02,-31.6498,-64.4297,Alto,0.73,0.03,0.59
110,2024-05-19,92,Mariana Rodriguez,mariana.rodriguez@mail.com,Efectivo,6,Jugo de Naranja 1L,Bebidas,4170,5,20850,Alta Gracia,2023-04-02,-31.6498,-64.4297,Alto,1.16,1.49,2.49
111,2024-02-12,48,Rocio Alvarez,rocio.alvarez@mail.com,Efectivo,97,Limpiavidrios 500ml,Limpieza,872,4,3488,Córdoba,2023-02-17,-31.4065,-64.1885,Bajo,-1.36,0.76,-0.81
111,2024-02-12,48,Rocio Alvarez,rocio.alvarez@mail.com,Efectivo,93,Cepillo de Dientes,Limpieza,2142,3,6426,Córdoba,2023-02-17,-31.4065,-64.1885,Medio,-0.39,0.03,-0.25
111,2024-02-12,48,Rocio Alvarez,rocio.alvarez@mail.com,Efectivo,20,Pan Lactal Blanco,Panadería,1571,2,3142,Córdoba,2023-02-17,-31.4065,-64.1885,Bajo,-0.83,-0.7,-0.87
111,2024-02-12,48,Rocio Alvarez,rocio.alvarez@mail.com,Efectivo,23,Bizcochos Salados,Panadería,2380,4,9520,Córdoba,2023-02-17,-31.4065,-64.1885,Medio,-0.21,0.76,0.34
112,2024-01-19,28,Rocio Silva,rocio.silva@mail.com,Tarjeta,55,Shampoo 400ml,Limpieza,1407,1,1407,Córdoba,2023-01-28,-31.4065,-64.1885,Bajo,-0.95,-1.44,-1.2
112,2024-01-19,28,Rocio Silva,rocio.silva@mail.com,Tarjeta,21,Pan Lactal Integral,Panadería,272,4,1088,Córdoba,2023-01-28,-31.4065,-64.1885,Bajo,-1.82,0.76,-1.26
112,2024-01-19,28,Rocio Silva,rocio.silva@mail.com,Tarjeta,43,Salsa de Tomate 500g,Abarrotes,887,5,4435,Córdoba,2023-01-28,-31.4065,-64.1885,Medio,-1.35,1.49,-0.63
112,2024-01-19,28,Rocio Silva,rocio.silva@mail.com,Tarjeta,13,Té Verde 20 saquitos,Abarrotes,2383,2,4766,Córdoba,2023-01-28,-31.4065,-64.1885,Medio,-0.21,-0.7,-0.56
112,2024-01-19,28,Rocio Silva,rocio.silva@mail.com,Tarjeta,59,Chicle Menta,Dulcería,3612,1,3612,Córdoba,2023-01-28,-31.4065,-64.1885,Medio,0.73,-1.44,-0.78
113,2024-03-08,98,Camila Castro,camila.castro@mail.com,Transferencia,53,Lavandina 1L,Limpieza,1664,2,3328,Córdoba,2023-04-08,-31.4065,-64.1885,Bajo,-0.76,-0.7,-0.84
113,2024-03-08,98,Camila Castro,camila.castro@mail.com,Transferencia,92,Crema Dental 90g,Limpieza,2512,3,7536,Córdoba,2023-04-08,-31.4065,-64.1885,Medio,-0.11,0.03,-0.04
114,2024-05-05,16,Felipe Alvarez,felipe.alvarez@mail.com,QR,8,Energética Nitro 500ml,Bebidas,4218,1,4218,Río Cuarto,2023-01-16,-33.1304,-64.3527,Medio,1.19,-1.44,-0.67
114,2024-05-05,16,Felipe Alvarez,felipe.alvarez@mail.com,QR,84,Queso Azul 150g,Embutidos,1645,1,1645,Río Cuarto,2023-01-16,-33.1304,-64.3527,Bajo,-0.77,-1.44,-1.16
114,2024-05-05,16,Felipe Alvarez,felipe.alvarez@mail.com,QR,10,Yerba Mate Intensa 1kg,Abarrotes,4883,1,4883,Río Cuarto,2023-01-16,-33.1304,-64.3527,Medio,1.7,-1.44,-0.54
114,2024-05-05,16,Felipe Alvarez,felipe.alvarez@mail.com,QR,55,Shampoo 400ml,Limpieza,1407,5,7035,Río Cuarto,2023-01-16,-33.1304,-64.3527,Medio,-0.95,1.49,-0.13
114,2024-05-05,16,Felipe Alvarez,felipe.alvarez@mail.com,QR,92,Crema Dental 90g,Limpieza,2512,4,10048,Río Cuarto,2023-01-16,-33.1304,-64.3527,Medio,-0.11,0.76,0.44
115,2024-02-16,3,Hernan Martinez,hernan.martinez@mail.com,Transferencia,17,Queso Cremoso 500g,Embutidos,4834,4,19336,Río Cuarto,2023-01-03,-33.1304,-64.3527,Alto,1.67,0.76,2.2
115,2024-02-16,3,Hernan Martinez,hernan.martinez@mail.com,Transferencia,97,Limpiavidrios 500ml,Limpieza,872,5,4360,Río Cuarto,2023-01-03,-33.1304,-64.3527,Medio,-1.36,1.49,-0.64
115,2024-02-16,3,Hernan Martinez,hernan.martinez@mail.com,Transferencia,95,Mascarilla Capilar,Limpieza,1581,4,6324,Río Cuarto,2023-01-03,-33.1304,-64.3527,Medio,-0.82,0.76,-0.27
115,2024-02-16,3,Hernan Martinez,hernan.martinez@mail.com,Transferencia,84,Queso Azul 150g,Embutidos,1645,2,3290,Río Cuarto,2023-01-03,-33.1304,-64.3527,Bajo,-0.77,-0.7,-0.84
116,2024-03-18,25,Karina Castro,karina.castro@mail.com,QR,65,Cerveza Rubia 1L,Licores,2423,1,2423,Río Cuarto,2023-01-25,-33.1304,-64.3527,Bajo,-0.18,-1.44,-1.01
116,2024-03-18,25,Karina Castro,karina.castro@mail.com,QR,35,Barrita de Cereal 30g,Dulcería,4430,2,8860,Río Cuarto,2023-01-25,-33.1304,-64.3527,Medio,1.36,-0.7,0.21
116,2024-03-18,25,Karina Castro,karina.castro@mail.com,QR,42,Vinagre de Alcohol 500ml,Abarrotes,1195,4,4780,Río Cuarto,2023-01-25,-33.1304,-64.3527,Medio,-1.12,0.76,-0.56
116,2024-03-18,25,Karina Castro,karina.castro@mail.com,QR,54,Jabón de Tocador,Limpieza,1592,5,7960,Río Cuarto,2023-01-25,-33.1304,-64.3527,Medio,-0.81,1.49,0.04
116,2024-03-18,25,Karina Castro,karina.castro@mail.com,QR,90,Toallas Húmedas x50,Limpieza,2902,4,11608,Río Cuarto,2023-01-25,-33.1304,-64.3527,Alto,0.19,0.76,0.74
117,2024-03-14,72,Camila Rodriguez,camila.rodriguez@mail.com,Tarjeta,67,Vino Tinto Malbec 750ml,Licores,4719,4,18876,Córdoba,2023-03-13,-31.4065,-64.1885,Alto,1.58,0.76,2.12
117,2024-03-14,72,Camila Rodriguez,camila.rodriguez@mail.com,Tarjeta,61,Miel Pura 250g,Embutidos,4982,2,9964,Córdoba,2023-03-13,-31.4065,-64.1885,Medio,1.78,-0.7,0.42
118,2024-02-09,84,Pablo Sanchez,pablo.sanchez@mail.com,Efectivo,68,Vino Blanco 750ml,Licores,2684,5,13420,Córdoba,2023-03-25,-31.4065,-64.1885,Alto,0.02,1.49,1.08
118,2024-02-09,84,Pablo Sanchez,pablo.sanchez@mail.com,Efectivo,68,Vino Blanco 750ml,Licores,2684,3,8052,Córdoba,2023-03-25,-31.4065,-64.1885,Medio,0.02,0.03,0.06
118,2024-02-09,84,Pablo Sanchez,pablo.sanchez@mail.com,Efectivo,70,Fernet 750ml,Licores,4061,2,8122,Córdoba,2023-03-25,-31.4065,-64.1885,Medio,1.07,-0.7,0.07
118,2024-02-09,84,Pablo Sanchez,pablo.sanchez@mail.com,Efectivo,93,Cepillo de Dientes,Limpieza,2142,3,6426,Córdoba,2023-03-25,-31.4065,-64.1885,Medio,-0.39,0.03,-0.25
118,2024-02-09,84,Pablo Sanchez,pablo.sanchez@mail.com,Efectivo,50,Azúcar 1kg,Abarrotes,727,2,1454,Córdoba,2023-03-25,-31.4065,-64.1885,Bajo,-1.47,-0.7,-1.19
119,2024-02-07,51,Agustina Gomez,agustina.gomez@mail.com,QR,45,Fideos Spaghetti 500g,Abarrotes,745,5,3725,Río Cuarto,2023-02-20,-33.1304,-64.3527,Medio,-1.46,1.49,-0.76
120,2024-04-21,72,Camila Rodriguez,camila.rodriguez@mail.com,Tarjeta,20,Pan Lactal Blanco,Panadería,1571,5,7855,Córdoba,2023-03-13,-31.4065,-64.1885,Medio,-0.83,1.49,0.02
