id_venta;fecha;id_cliente;nombre_cliente;email;medio_pago;id_producto;nombre_producto_x;categoria;precio_unitario_y;cantidad;importe;ciudad;fecha_alta;latitud;longitud
109;2024-06-04;64;Julian Alvarez;julian.alvarez@mail.com;transferencia;18;Queso Rallado 150g;Limpieza;3444;1;3444;Villa María;5/3/2023;-32.4075;-63.2402
109;2024-06-04;64;Julian Alvarez;julian.alvarez@mail.com;transferencia;74;Whisky 750ml;Limpieza;2953;1;2953;Villa María;5/3/2023;-32.4075;-63.2402
109;2024-06-04;64;Julian Alvarez;julian.alvarez@mail.com;transferencia;20;Pan Lactal Blanco;Limpieza;1571;2;3142;Villa María;5/3/2023;-32.4075;-63.2402
109;2024-06-04;64;Julian Alvarez;julian.alvarez@mail.com;transferencia;44;Arroz Largo Fino 1kg;Limpieza;2979;5;14895;Villa María;5/3/2023;-32.4075;-63.2402
110;2024-05-19;92;Mariana Rodriguez;mariana.rodriguez@mail.com;efectivo;6;Jugo de Naranja 1L;Limpieza;4170;1;4170;Alta Gracia;2/4/2023;-31.6498;-64.4297
110;2024-05-19;92;Mariana Rodriguez;mariana.rodriguez@mail.com;efectivo;59;Chicle Menta;Alimentos;3612;3;10836;Alta Gracia;2/4/2023;-31.6498;-64.4297
110;2024-05-19;92;Mariana Rodriguez;mariana.rodriguez@mail.com;efectivo;6;Jugo de Naranja 1L;Limpieza;4170;5;20850;Alta Gracia;2/4/2023;-31.6498;-64.4297
111;2024-02-12;48;Rocio Alvarez;rocio.alvarez@mail.com;efectivo;97;Limpiavidrios 500ml;Alimentos;872;4;3488;Córdoba;17/2/2023;-31.4065;-64.1885
111;2024-02-12;48;Rocio Alvarez;rocio.alvarez@mail.com;efectivo;93;Cepillo de Dientes;Alimentos;2142;3;6426;Córdoba;17/2/2023;-31.4065;-64.1885
111;2024-02-12;48;Rocio Alvarez;rocio.alvarez@mail.com;efectivo;20;Pan Lactal Blanco;Limpieza;1571;2;3142;Córdoba;17/2/2023;-31.4065;-64.1885
111;2024-02-12;48;Rocio Alvarez;rocio.alvarez@mail.com;efectivo;23;Bizcochos Salados;Alimentos;2380;4;9520;Córdoba;17/2/2023;-31.4065;-64.1885
112;2024-01-19;28;Rocio Silva;rocio.silva@mail.com;tarjeta;55;Shampoo 400ml;Alimentos;1407;1;1407;Córdoba;28/1/2023;-31.4065;-64.1885
112;2024-01-19;28;Rocio Silva;rocio.silva@mail.com;tarjeta;21;Pan Lactal Integral;Alimentos;272;4;1088;Córdoba;28/1/2023;-31.4065;-64.1885
112;2024-01-19;28;Rocio Silva;rocio.silva@mail.com;tarjeta;43;Salsa de Tomate 500g;Alimentos;887;5;4435;Córdoba;28/1/2023;-31.4065;-64.1885
112;2024-01-19;28;Rocio Silva;rocio.silva@mail.com;tarjeta;13;Té Verde 20 saquitos;Alimentos;2383;2;4766;Córdoba;28/1/2023;-31.4065;-64.1885
112;2024-01-19;28;Rocio Silva;rocio.silva@mail.com;tarjeta;59;Chicle Menta;Alimentos;3612;1;3612;Córdoba;28/1/2023;-31.4065;-64.1885
113;2024-03-08;98;Camila Castro;camila.castro@mail.com;transferencia;53;Lavandina 1L;Alimentos;1664;2;3328;Córdoba;8/4/2023;-31.4065;-64.1885
113;2024-03-08;98;Camila Castro;camila.castro@mail.com;transferencia;92;Crema Dental 90g;Limpieza;2512;3;7536;Córdoba;8/4/2023;-31.4065;-64.1885
114;2024-05-05;16;Felipe Alvarez;felipe.alvarez@mail.com;qr;8;Energética Nitro 500ml;Limpieza;4218;1;4218;Río Cuarto;16/1/2023;-33.1304;-64.3527
114;2024-05-05;16;Felipe Alvarez;felipe.alvarez@mail.com;qr;84;Queso Azul 150g;Limpieza;1645;1;1645;Río Cuarto;16/1/2023;-33.1304;-64.3527
114;2024-05-05;16;Felipe Alvarez;felipe.alvarez@mail.com;qr;10;Yerba Mate Intensa 1kg;Limpieza;4883;1;4883;Río Cuarto;16/1/2023;-33.1304;-64.3527
114;2024-05-05;16;Felipe Alvarez;felipe.alvarez@mail.com;qr;55;Shampoo 400ml;Alimentos;1407;5;7035;Río Cuarto;16/1/2023;-33.1304;-64.3527
114;2024-05-05;16;Felipe Alvarez;felipe.alvarez@mail.com;qr;92;Crema Dental 90g;Limpieza;2512;4;10048;Río Cuarto;16/1/2023;-33.1304;-64.3527
115;2024-02-16;3;Hernan Martinez;hernan.martinez@mail.com;transferencia;17;Queso Cremoso 500g;Alimentos;4834;4;19336;Río Cuarto;3/1/2023;-33.1304;-64.3527
115;2024-02-16;3;Hernan Martinez;hernan.martinez@mail.com;transferencia;97;Limpiavidrios 500ml;Alimentos;872;5;4360;Río Cuarto;3/1/2023;-33.1304;-64.3527
115;2024-02-16;3;Hernan Martinez;hernan.martinez@mail.com;transferencia;95;Mascarilla Capilar;Alimentos;1581;4;6324;Río Cuarto;3/1/2023;-33.1304;-64.3527
115;2024-02-16;3;Hernan Martinez;hernan.martinez@mail.com;transferencia;84;Queso Azul 150g;Limpieza;1645;2;3290;Río Cuarto;3/1/2023;-33.1304;-64.3527
116;2024-03-18;25;Karina Castro;karina.castro@mail.com;qr;65;Cerveza Rubia 1L;Alimentos;2423;1;2423;Río Cuarto;25/1/2023;-33.1304;-64.3527
116;2024-03-18;25;Karina Castro;karina.castro@mail.com;qr;35;Barrita de Cereal 30g;Alimentos;4430;2;8860;Río Cuarto;25/1/2023;-33.1304;-64.3527
116;2024-03-18;25;Karina Castro;karina.castro@mail.com;qr;42;Vinagre de Alcohol 500ml;Limpieza;1195;4;4780;Río Cuarto;25/1/2023;-33.1304;-64.3527
116;2024-03-18;25;Karina Castro;karina.castro@mail.com;qr;54;Jabón de Tocador;Limpieza;1592;5;7960;Río Cuarto;25/1/2023;-33.1304;-64.3527
116;2024-03-18;25;Karina Castro;karina.castro@mail.com;qr;90;Toallas Húmedas x50;Limpieza;2902;4;11608;Río Cuarto;25/1/2023;-33.1304;-64.3527
117;2024-03-14;72;Camila Rodriguez;camila.rodriguez@mail.com;tarjeta;67;Vino Tinto Malbec 750ml;Alimentos;4719;4;18876;Córdoba;13/3/2023;-31.4065;-64.1885
117;2024-03-14;72;Camila Rodriguez;camila.rodriguez@mail.com;tarjeta;61;Miel Pura 250g;Alimentos;4982;2;9964;Córdoba;13/3/2023;-31.4065;-64.1885
118;2024-02-09;84;Pablo Sanchez;pablo.sanchez@mail.com;efectivo;68;Vino Blanco 750ml;Limpieza;2684;5;13420;Córdoba;25/3/2023;-31.4065;-64.1885
118;2024-02-09;84;Pablo Sanchez;pablo.sanchez@mail.com;efectivo;68;Vino Blanco 750ml;Limpieza;2684;3;8052;Córdoba;25/3/2023;-31.4065;-64.1885
118;2024-02-09;84;Pablo Sanchez;pablo.sanchez@mail.com;efectivo;70;Fernet 750ml;Limpieza;4061;2;8122;Córdoba;25/3/2023;-31.4065;-64.1885
118;2024-02-09;84;Pablo Sanchez;pablo.sanchez@mail.com;efectivo;93;Cepillo de Dientes;Alimentos;2142;3;6426;Córdoba;25/3/2023;-31.4065;-64.1885
118;2024-02-09;84;Pablo Sanchez;pablo.sanchez@mail.com;efectivo;50;Azúcar 1kg;Limpieza;727;2;1454;Córdoba;25/3/2023;-31.4065;-64.1885
119;2024-02-07;51;Agustina Gomez;agustina.gomez@mail.com;qr;45;Fideos Spaghetti 500g;Alimentos;745;5;3725;Río Cuarto;20/2/2023;-33.1304;-64.3527
120;2024-04-21;72;Camila Rodriguez;camila.rodriguez@mail.com;tarjeta;20;Pan Lactal Blanco;Limpieza;1571;5;7855;Córdoba;13/3/2023;-31.4065;-64.1885
